ACCDDATE,ACCDYEAR,ACCDNMBR,ACCDTIME,DAYNMBR,Weekend,Fishnet_ID
1/3/2010,2010,100103896,2115,SUN,1,1
2/28/2014,2014,140209431,2200,FRI,1,1
1/16/2010,2010,100102240,350,SAT,1,1
2/20/2010,2010,100204135,2000,SAT,1,1
9/25/2013,2013,130905559,0,WED,0,1
4/26/2010,2010,100405359,1930,MON,0,1
5/4/2010,2010,100501427,1130,TUE,0,1
10/3/2010,2010,101000377,439,SUN,1,2
8/16/2011,2011,110802714,1820,TUE,0,2
6/1/2012,2012,120600108,2315,FRI,1,2
2/14/2010,2010,100202259,407,SUN,1,3
6/7/2014,2014,140604247,310,SAT,1,3
9/25/2010,2010,100903802,2320,SAT,1,4
7/27/2014,2014,140707934,2323,SUN,1,4
6/21/2014,2014,140609671,50,SAT,1,4
4/26/2014,2014,140408155,2245,SAT,1,4
8/29/2014,2014,140809521,630,FRI,0,4
4/2/2014,2014,140408154,1310,WED,0,4
5/31/2010,2010,100507846,15,MON,1,4
12/1/2011,2011,111210574,2350,THU,0,5
8/5/2011,2011,110803178,2342,FRI,1,7
6/11/2011,2011,110603502,30,SAT,1,14
12/27/2013,2013,131213160,244,FRI,0,15
8/14/2010,2010,100808953,240,SAT,1,15
7/10/2012,2012,120701815,300,TUE,0,19
9/17/2014,2014,140905955,200,WED,0,20
5/3/2013,2013,130501242,49,FRI,0,22
5/11/2014,2014,140503687,220,SUN,1,22
3/13/2010,2010,100305385,1700,SAT,1,22
10/15/2014,2014,141007370,2015,WED,0,24
5/25/2014,2014,140506262,2100,SUN,1,24
5/25/2014,2014,140506263,1440,SUN,1,25
8/29/2014,2014,140807894,2242,FRI,1,25
2/15/2014,2014,140211107,1656,SAT,1,25
1/23/2011,2011,110107942,255,SUN,1,25
10/9/2011,2011,111001588,1327,SUN,1,26
1/8/2014,2014,140101166,224,WED,0,26
10/29/2011,2011,111007633,120,SAT,1,26
10/7/2011,2011,111003739,2135,FRI,1,26
6/27/2012,2012,120610059,20,WED,0,26
8/31/2012,2012,120809095,2104,FRI,1,27
9/14/2014,2014,140903836,401,SUN,1,27
5/11/2012,2012,120503774,103,FRI,0,27
12/17/2010,2010,101211912,1415,FRI,0,27
12/20/2010,2010,101207563,256,MON,1,27
4/22/2012,2012,120405523,9,SUN,1,27
11/22/2010,2010,101110974,1820,MON,0,27
10/25/2014,2014,141010555,1950,SAT,1,27
7/7/2010,2010,100705041,1530,WED,0,27
11/2/2013,2013,131111666,2002,SAT,1,27
7/4/2013,2013,130700458,2204,THU,0,27
6/6/2013,2013,130607148,1701,THU,0,27
8/29/2012,2012,120806792,2234,WED,0,27
10/23/2012,2012,121010152,2146,TUE,0,27
8/21/2012,2012,120805324,253,TUE,0,27
4/27/2014,2014,140406612,2025,SUN,1,27
6/27/2010,2010,100608620,2009,SUN,1,27
3/15/2013,2013,130304416,1343,FRI,0,27
1/29/2011,2011,110110448,1430,SAT,1,27
1/4/2013,2013,130104247,2200,FRI,1,27
3/15/2014,2014,140304884,41,SAT,1,27
11/2/2013,2013,131104478,23,SAT,1,27
8/2/2013,2013,130802042,1821,FRI,1,27
4/13/2014,2014,140406260,2320,SUN,1,27
8/28/2010,2010,100808372,2040,SAT,1,27
8/11/2012,2012,120804491,2122,SAT,1,27
12/16/2012,2012,121210042,2048,SUN,1,27
3/17/2012,2012,120306524,2137,SAT,1,27
9/6/2014,2014,140901541,250,SAT,1,27
5/22/2011,2011,110507862,832,SUN,1,27
11/23/2013,2013,131109132,2210,SAT,1,27
6/1/2014,2014,140600898,2203,SUN,1,27
9/1/2012,2012,120900750,237,SAT,1,27
3/16/2013,2013,130304420,252,SAT,1,27
8/27/2012,2012,120806786,55,MON,1,27
4/7/2011,2011,110404951,2207,THU,0,27
10/29/2012,2012,121010647,1900,MON,0,27
5/11/2013,2013,130504518,243,SAT,1,27
2/21/2010,2010,100208738,245,SUN,1,27
8/18/2010,2010,100804863,1737,WED,0,27
1/27/2013,2013,130107888,2116,SUN,1,27
1/1/2010,2010,100105240,2022,FRI,1,27
4/21/2011,2011,110404955,2033,THU,0,27
2/22/2012,2012,120205168,17,WED,0,27
12/14/2013,2013,131214564,2230,SAT,1,27
2/18/2014,2014,140206071,211,TUE,0,27
5/28/2012,2012,120508284,233,MON,1,27
8/5/2011,2011,110801085,140,FRI,0,27
4/30/2011,2011,110406667,227,SAT,1,27
3/6/2011,2011,110301972,1743,SUN,1,27
2/10/2012,2012,120203493,2115,FRI,1,27
1/1/2010,2010,100105214,54,FRI,0,27
2/23/2013,2013,130210471,329,SAT,1,27
3/7/2014,2014,140302778,2105,FRI,1,27
10/26/2011,2011,111008657,1830,WED,0,27
8/28/2010,2010,100808703,233,SAT,1,27
9/3/2011,2011,110902039,410,SAT,1,27
7/6/2012,2012,120700972,1756,FRI,0,27
11/18/2010,2010,101110457,1952,THU,0,27
3/16/2014,2014,140304322,205,SUN,1,27
2/5/2014,2014,140201454,2212,WED,0,27
12/5/2010,2010,101208276,1813,SUN,1,27
9/28/2013,2013,130907421,2157,SAT,1,27
8/26/2012,2012,120806793,4,SUN,1,27
7/3/2011,2011,110700811,1515,SUN,1,27
9/6/2013,2013,130905574,2116,FRI,1,27
10/31/2013,2013,131010916,125,THU,0,27
8/24/2014,2014,140806803,157,SUN,1,27
8/8/2010,2010,100806874,2222,SUN,1,27
3/20/2012,2012,120305043,1602,TUE,0,27
4/22/2010,2010,100406680,1030,THU,0,27
10/21/2011,2011,111008195,230,FRI,0,27
9/27/2013,2013,130908343,1804,FRI,1,27
3/15/2014,2014,140304886,41,SAT,1,27
4/4/2010,2010,100404780,310,SUN,1,27
8/1/2010,2010,100806336,2350,SUN,1,27
8/23/2012,2012,120806783,2202,THU,0,27
7/27/2012,2012,120706054,220,FRI,0,27
8/3/2012,2012,120802366,234,FRI,0,27
8/1/2014,2014,140800107,2318,FRI,1,27
6/17/2011,2011,110603441,350,FRI,0,27
6/13/2013,2013,130601845,218,THU,0,27
4/5/2013,2013,130400357,2132,FRI,1,27
8/23/2010,2010,100809809,1112,MON,0,28
9/22/2012,2012,120906557,40,SAT,1,28
3/28/2010,2010,100305132,2350,SUN,1,28
8/23/2010,2010,100805612,1112,MON,0,28
3/31/2013,2013,130309027,2325,SUN,1,28
5/1/2011,2011,110501070,1111,SUN,1,28
11/16/2013,2013,131106976,39,SAT,1,28
1/1/2014,2014,140101585,453,WED,0,28
2/12/2010,2010,100206440,1329,FRI,0,28
6/30/2012,2012,120607965,5,SAT,1,28
6/14/2014,2014,140602926,149,SAT,1,28
6/30/2011,2011,110607642,5,THU,0,28
10/20/2012,2012,121005966,1658,SAT,1,28
4/11/2012,2012,120401889,1702,WED,0,28
11/8/2013,2013,131107672,1734,FRI,0,28
4/5/2013,2013,130401301,1957,FRI,1,28
7/26/2014,2014,140707947,526,SAT,1,28
1/4/2014,2014,140101368,2344,SAT,1,28
3/1/2010,2010,100301516,1831,MON,0,28
1/3/2010,2010,100105242,1713,SUN,1,28
9/6/2011,2011,110902295,250,TUE,0,28
4/13/2013,2013,130402787,1734,SAT,1,28
1/22/2011,2011,110106292,240,SAT,1,28
4/26/2010,2010,100406486,237,MON,1,28
7/5/2014,2014,140700929,300,SAT,1,28
3/28/2011,2011,110305725,526,MON,1,28
1/6/2013,2013,130102024,2155,SUN,1,28
11/26/2010,2010,101107319,131,FRI,0,28
11/17/2013,2013,131106974,2157,SUN,1,28
11/2/2014,2014,141100510,215,SUN,1,28
2/18/2011,2011,110207162,2154,FRI,1,28
8/7/2010,2010,100807561,123,SAT,1,28
1/31/2011,2011,110109374,216,MON,1,28
12/6/2013,2013,131201193,2052,FRI,1,28
5/22/2010,2010,100507360,235,SAT,1,28
6/30/2012,2012,120607962,216,SAT,1,28
12/2/2012,2012,121211775,1615,SUN,1,28
6/14/2013,2013,130607162,230,FRI,0,28
10/10/2011,2011,111001756,211,MON,1,28
4/26/2013,2013,130407933,1830,FRI,1,28
12/21/2010,2010,101211094,1429,TUE,0,28
1/1/2010,2010,100105241,1920,FRI,1,28
9/8/2013,2013,130904333,1955,SUN,1,28
3/19/2010,2010,100305193,2035,FRI,1,28
10/17/2013,2013,131005772,2038,THU,0,28
8/25/2010,2010,100808376,2117,WED,0,28
2/24/2013,2013,130210469,121,SUN,1,28
7/21/2014,2014,140706853,0,MON,1,28
11/5/2014,2014,141104175,2121,WED,0,28
10/16/2013,2013,131003545,844,WED,0,28
12/11/2012,2012,121209563,7,TUE,0,28
9/28/2012,2012,120906834,1513,FRI,0,28
4/23/2014,2014,140406620,2327,WED,0,28
1/30/2011,2011,110111852,2247,SUN,1,28
4/16/2010,2010,100406970,14,FRI,0,28
2/17/2011,2011,110209357,222,THU,0,28
5/19/2010,2010,100507238,1513,WED,0,28
8/13/2010,2010,100806866,31,FRI,0,28
3/19/2011,2011,110304283,126,SAT,1,28
12/3/2011,2011,111205000,420,SAT,1,28
7/28/2012,2012,120707574,332,SAT,1,28
3/2/2014,2014,140300904,58,SUN,1,28
10/12/2014,2014,141004236,1734,SUN,1,28
1/29/2011,2011,110109934,250,SAT,1,28
4/27/2013,2013,130407935,1756,SAT,1,28
12/7/2010,2010,101202212,20,TUE,0,28
2/12/2012,2012,120202098,131,SUN,1,28
11/15/2014,2014,141106698,228,SAT,1,28
9/8/2013,2013,130904348,600,SUN,1,28
8/21/2011,2011,110807635,240,SUN,1,28
6/6/2014,2014,140602932,230,FRI,0,28
1/15/2012,2012,120102793,1510,SUN,1,28
3/17/2010,2010,100306480,1445,WED,0,28
3/17/2014,2014,140308560,1924,MON,0,28
2/16/2014,2014,140208569,155,SUN,1,28
3/10/2014,2014,140308559,1744,MON,0,28
7/15/2010,2010,100705577,1916,THU,0,28
2/9/2014,2014,140201044,41,SUN,1,28
7/23/2011,2011,110704636,1844,SAT,1,28
9/5/2012,2012,120900407,745,WED,0,28
11/16/2013,2013,131109609,745,SAT,1,28
2/25/2012,2012,120206969,220,SAT,1,29
6/9/2010,2010,100605300,1702,WED,0,29
12/23/2010,2010,101210262,215,THU,0,29
5/24/2014,2014,140507305,224,SAT,1,29
12/26/2011,2011,111209167,1930,MON,0,29
6/13/2010,2010,100605304,152,SUN,1,29
2/16/2012,2012,120208717,1902,THU,0,29
6/18/2011,2011,110604294,300,SAT,1,29
10/5/2010,2010,101005201,2132,TUE,0,29
7/4/2013,2013,130701080,245,THU,0,30
8/20/2010,2010,100805951,1646,FRI,0,30
6/9/2012,2012,120604831,233,SAT,1,30
3/21/2013,2013,130309401,1519,THU,0,30
12/26/2012,2012,121211163,1910,WED,0,31
6/14/2012,2012,120604832,550,THU,0,31
10/8/2010,2010,101007971,2253,FRI,1,31
10/8/2010,2010,101007972,2300,FRI,1,31
11/30/2011,2011,111108746,24,WED,0,32
6/22/2011,2011,110607169,1851,WED,0,33
7/9/2010,2010,100701862,900,FRI,0,34
12/7/2011,2011,111210482,2225,WED,0,34
6/9/2012,2012,120603127,420,SAT,1,34
7/31/2011,2011,110706272,135,SUN,1,34
9/18/2011,2011,110903062,121,SUN,1,34
9/30/2012,2012,120907065,1702,SUN,1,35
10/24/2010,2010,101004304,350,SUN,1,35
10/30/2011,2011,111007777,203,SUN,1,35
12/13/2014,2014,141204353,237,SAT,1,35
11/8/2014,2014,141116566,303,SAT,1,35
11/16/2014,2014,141107378,209,SUN,1,35
12/9/2014,2014,141204273,1715,TUE,0,36
6/15/2013,2013,130604845,744,SAT,1,36
12/28/2014,2014,141208499,331,SUN,1,37
9/17/2014,2014,140905887,2025,WED,0,38
5/14/2013,2013,130509718,7,TUE,0,39
9/29/2012,2012,120907824,1707,SAT,1,39
8/30/2014,2014,140808548,1855,SAT,1,39
2/7/2014,2014,140208823,1602,FRI,0,39
7/25/2012,2012,120706032,359,WED,0,39
12/13/2014,2014,141203787,1927,SAT,1,39
7/24/2011,2011,110708404,320,SUN,1,39
11/17/2012,2012,121111965,118,SAT,1,39
11/17/2013,2013,131114933,331,SUN,1,39
11/1/2013,2013,131100385,2340,FRI,1,39
5/5/2013,2013,130502482,215,SUN,1,39
11/20/2012,2012,121104606,7,TUE,0,40
1/29/2010,2010,100108000,46,FRI,0,40
5/2/2010,2010,100502067,2047,SUN,1,40
11/12/2012,2012,121104225,209,MON,1,40
8/2/2014,2014,140802988,201,SAT,1,40
5/28/2012,2012,120510747,411,MON,1,40
1/25/2010,2010,100105752,1745,MON,0,40
6/15/2012,2012,120606606,110,FRI,0,40
8/28/2011,2011,110808270,1719,SUN,1,40
5/25/2014,2014,140507887,1846,SUN,1,40
5/29/2010,2010,100508035,1946,SAT,1,40
12/16/2011,2011,111210251,2200,FRI,1,40
10/17/2010,2010,101008404,2015,SUN,1,40
6/16/2012,2012,120602710,1601,SAT,1,42
3/13/2010,2010,100301034,2,SAT,1,42
8/1/2013,2013,130800003,103,THU,0,42
10/30/2011,2011,111006433,1126,SUN,1,42
4/1/2010,2010,100400014,52,THU,0,42
1/30/2010,2010,100104472,1034,SAT,1,42
7/14/2013,2013,130701770,1454,SUN,1,42
3/21/2013,2013,130304971,2359,THU,0,43
4/20/2014,2014,140403353,1848,SUN,1,43
11/6/2014,2014,141104960,536,THU,0,43
7/20/2012,2012,120703697,2310,FRI,1,43
10/29/2014,2014,141008257,2051,WED,0,43
3/10/2012,2012,120301511,117,SAT,1,43
1/18/2014,2014,140104346,900,SAT,1,43
8/26/2012,2012,120805099,2249,SUN,1,43
9/28/2012,2012,120905965,2057,FRI,1,43
8/1/2013,2013,130800002,1903,THU,0,43
6/25/2014,2014,140606933,2350,WED,0,43
7/17/2011,2011,110702742,2341,SUN,1,43
9/9/2012,2012,120900816,2325,SUN,1,43
7/17/2011,2011,110702348,103,SUN,1,43
6/16/2010,2010,100608280,2021,WED,0,43
4/3/2010,2010,100400015,225,SAT,1,43
12/4/2014,2014,141200326,255,THU,0,43
4/13/2012,2012,120401677,120,FRI,0,43
8/10/2011,2011,110801325,2110,WED,0,43
1/28/2012,2012,120106955,300,SAT,1,43
3/19/2011,2011,110302830,157,SAT,1,43
7/12/2011,2011,110701600,640,TUE,0,43
6/12/2012,2012,120601586,21,TUE,0,43
12/3/2010,2010,101200119,300,FRI,0,44
6/9/2013,2013,130600779,210,SUN,1,44
12/6/2011,2011,111210727,400,TUE,0,44
10/19/2014,2014,141004392,2129,SUN,1,44
5/6/2012,2012,120500240,34,SUN,1,44
4/16/2013,2013,130408594,2356,TUE,0,44
9/22/2011,2011,110903524,119,THU,0,45
4/27/2011,2011,110405101,223,WED,0,45
8/22/2014,2014,140804700,2249,FRI,1,45
2/12/2010,2010,100201782,2325,FRI,1,45
6/11/2013,2013,130601529,1245,TUE,0,46
4/10/2010,2010,100400622,49,SAT,1,46
11/1/2012,2012,121100003,324,THU,0,46
9/5/2010,2010,100900939,315,SUN,1,47
5/22/2010,2010,100509717,1941,SAT,1,47
5/26/2013,2013,130508512,949,SUN,1,47
11/17/2012,2012,121105069,240,SAT,1,47
7/10/2011,2011,110702540,219,SUN,1,47
8/7/2011,2011,110800803,45,SUN,1,47
5/21/2011,2011,110505122,1339,SAT,1,47
10/6/2013,2013,131000659,254,SUN,1,48
12/23/2012,2012,121206885,438,SUN,1,48
9/12/2013,2013,130906650,1926,THU,0,48
7/5/2014,2014,140703187,430,SAT,1,48
8/20/2010,2010,100805639,2245,FRI,1,48
6/29/2011,2011,110607183,2143,WED,0,48
7/16/2011,2011,110703761,203,SAT,1,48
6/3/2014,2014,140600523,1944,TUE,0,48
8/17/2013,2013,130802936,241,SAT,1,48
11/29/2013,2013,131110027,1516,FRI,0,48
2/6/2014,2014,140201793,110,THU,0,48
1/13/2014,2014,140108893,136,MON,1,49
6/25/2011,2011,110606981,5,SAT,1,49
11/24/2011,2011,111107098,215,THU,0,49
9/10/2014,2014,140903855,2141,WED,0,50
8/16/2011,2011,110802111,117,TUE,0,50
2/26/2010,2010,100205111,333,FRI,0,50
10/7/2010,2010,101001274,239,THU,0,50
10/5/2014,2014,141000973,2044,SUN,1,50
4/7/2010,2010,100400589,0,WED,0,50
1/17/2013,2013,130104481,2245,THU,0,50
8/1/2010,2010,100800123,200,SUN,1,50
4/14/2013,2013,130401905,312,SUN,1,50
4/18/2010,2010,100402574,300,SUN,1,50
8/1/2013,2013,130808553,1705,THU,0,50
8/13/2010,2010,100802931,2148,FRI,1,51
2/7/2011,2011,110200961,615,MON,0,52
5/7/2011,2011,110500510,1732,SAT,1,52
2/9/2013,2013,130203269,2227,SAT,1,52
12/17/2012,2012,121207941,240,MON,1,53
2/7/2011,2011,110203345,0,MON,1,53
4/5/2012,2012,120408545,235,THU,0,53
10/5/2011,2011,111002106,2350,WED,0,53
11/25/2012,2012,121111105,105,SUN,1,53
11/10/2013,2013,131112281,130,SUN,1,54
9/16/2013,2013,130909180,2220,MON,0,54
1/20/2013,2013,130106403,300,SUN,1,54
7/4/2014,2014,140709998,250,FRI,0,54
11/24/2012,2012,121111089,1701,SAT,1,54
5/9/2011,2011,110501617,2343,MON,0,54
11/4/2011,2011,111102502,2030,FRI,1,54
8/31/2013,2013,130808892,2005,SAT,1,54
8/13/2011,2011,110803177,1649,SAT,1,54
2/15/2014,2014,140211696,1820,SAT,1,55
12/9/2011,2011,111209339,1600,FRI,0,55
3/11/2011,2011,110305329,0,FRI,0,55
2/16/2013,2013,130207126,2130,SAT,1,56
9/5/2010,2010,100908561,2355,SUN,1,56
8/13/2011,2011,110807534,2250,SAT,1,56
6/1/2014,2014,140604879,2350,SUN,1,56
8/7/2011,2011,110803184,1550,SUN,1,56
8/20/2011,2011,110809768,1935,SAT,1,57
2/18/2011,2011,110207975,300,FRI,0,61
5/11/2014,2014,140509235,1945,SUN,1,62
11/7/2010,2010,101103746,115,SUN,1,62
10/4/2014,2014,141011052,1700,SAT,1,62
2/13/2010,2010,100208577,450,SAT,1,63
6/12/2011,2011,110608390,400,SUN,1,63
2/1/2010,2010,100204532,345,MON,1,63
10/8/2011,2011,111007889,2115,SAT,1,64
6/19/2011,2011,110609987,2340,SUN,1,64
1/15/2012,2012,120105973,1306,SUN,1,64
7/1/2011,2011,110708576,1658,FRI,0,64
9/29/2011,2011,110909077,1135,THU,0,66
1/21/2011,2011,110112316,0,FRI,0,66
8/27/2012,2012,120808250,1538,MON,0,66
7/1/2012,2012,120700067,300,SUN,1,67
1/8/2014,2014,140106736,1731,WED,0,68
1/24/2010,2010,100109541,145,SUN,1,68
9/24/2010,2010,100909052,430,FRI,0,70
8/10/2013,2013,130803041,2205,SAT,1,71
11/4/2010,2010,101107693,2100,THU,0,71
9/12/2013,2013,130909794,810,THU,0,71
8/11/2010,2010,100803278,2106,WED,0,72
4/7/2012,2012,120402766,218,SAT,1,72
6/1/2010,2010,100602871,1612,TUE,0,72
12/31/2011,2011,111212666,0,SAT,1,73
1/2/2012,2012,120101483,1815,MON,0,73
8/3/2013,2013,130800715,1202,SAT,1,74
4/2/2011,2011,110400575,2020,SAT,1,74
9/26/2010,2010,100908844,348,SUN,1,74
9/1/2012,2012,120901960,155,SAT,1,76
2/19/2014,2014,140206573,0,WED,0,76
11/12/2012,2012,121106294,2255,MON,0,76
12/29/2010,2010,101208360,2010,WED,0,76
2/5/2010,2010,100207908,200,FRI,0,76
1/26/2012,2012,120107578,1634,THU,0,76
10/27/2014,2014,141008277,39,MON,1,76
2/9/2012,2012,120200892,330,THU,0,76
7/30/2011,2011,110706058,33,SAT,1,76
1/29/2011,2011,110108148,2023,SAT,1,76
9/11/2013,2013,130901904,1935,WED,0,76
5/31/2014,2014,140506499,359,SAT,1,76
11/23/2011,2011,111110147,2135,WED,0,76
7/21/2012,2012,120703720,127,SAT,1,76
10/7/2011,2011,111000672,1905,FRI,1,76
9/6/2014,2014,140900393,7,SAT,1,76
9/27/2014,2014,140907768,440,SAT,1,76
11/22/2014,2014,141110429,223,SAT,1,76
5/8/2011,2011,110501883,321,SUN,1,76
12/5/2013,2013,131202868,2208,THU,0,76
7/9/2010,2010,100705574,137,FRI,0,76
6/6/2010,2010,100604884,1254,SUN,1,77
4/4/2010,2010,100403301,235,SUN,1,77
9/28/2014,2014,140907589,1015,SUN,1,77
3/5/2011,2011,110302756,110,SAT,1,77
10/26/2010,2010,101005486,2317,TUE,0,77
12/31/2011,2011,111209509,2144,SAT,1,77
11/5/2012,2012,121106280,1810,MON,0,77
8/3/2014,2014,140802495,228,SUN,1,77
12/11/2014,2014,141202814,2258,THU,0,77
12/30/2012,2012,121208386,302,SUN,1,77
2/4/2012,2012,120200740,1658,SAT,1,77
7/23/2010,2010,100705589,1953,FRI,1,77
12/5/2013,2013,131201357,1932,THU,0,77
7/17/2011,2011,110703404,215,SUN,1,77
9/21/2010,2010,100904242,517,TUE,0,77
12/19/2010,2010,101207303,221,SUN,1,77
12/30/2010,2010,101207723,201,THU,0,77
11/17/2012,2012,121104703,1338,SAT,1,77
3/1/2014,2014,140300137,118,SAT,1,77
9/14/2013,2013,130902492,2000,SAT,1,77
5/27/2013,2013,130508651,205,MON,1,77
3/6/2011,2011,110301912,408,SUN,1,77
4/10/2012,2012,120403006,2034,TUE,0,77
2/19/2012,2012,120206584,2202,SUN,1,77
4/25/2010,2010,100405054,300,SUN,1,78
3/9/2013,2013,130302486,230,SAT,1,78
6/20/2010,2010,100607238,231,SUN,1,78
6/28/2013,2013,130610176,2345,FRI,1,78
6/27/2010,2010,100609061,307,SUN,1,78
6/29/2014,2014,140608045,1905,SUN,1,78
11/4/2012,2012,121108306,258,SUN,1,78
11/11/2012,2012,121110500,9,SUN,1,78
12/12/2014,2014,141204245,2400,FRI,1,78
3/5/2010,2010,100302811,2022,FRI,1,78
7/28/2011,2011,110706897,239,THU,0,78
11/26/2011,2011,111110183,117,SAT,1,78
6/26/2011,2011,110609668,1558,SUN,1,78
10/6/2014,2014,141002433,200,MON,1,79
7/9/2010,2010,100707251,2135,FRI,1,79
12/4/2010,2010,101208578,351,SAT,1,79
2/5/2011,2011,110201086,245,SAT,1,79
9/29/2012,2012,120909181,830,SAT,1,79
4/11/2010,2010,100404092,320,SUN,1,79
4/15/2011,2011,110402250,2055,FRI,1,80
2/23/2013,2013,130211389,2244,SAT,1,80
5/12/2012,2012,120509041,319,SAT,1,80
3/15/2014,2014,140309781,533,SAT,1,80
12/23/2011,2011,111209175,1500,FRI,0,80
3/30/2014,2014,140309015,1312,SUN,1,81
12/14/2013,2013,131215432,0,SAT,1,81
2/18/2012,2012,120203407,2334,SAT,1,83
6/23/2010,2010,100605530,11,WED,0,84
1/29/2010,2010,100109355,2215,FRI,1,84
9/30/2013,2013,130907977,1618,MON,0,84
5/19/2012,2012,120503642,1637,SAT,1,84
10/1/2012,2012,121000087,2038,MON,0,84
11/22/2012,2012,121108844,823,THU,0,84
11/13/2010,2010,101103122,100,SAT,1,84
2/28/2010,2010,100206361,931,SUN,1,84
2/6/2010,2010,100200531,140,SAT,1,84
10/26/2013,2013,131009767,2246,SAT,1,84
1/4/2012,2012,120103966,1721,WED,0,84
6/4/2012,2012,120600558,1825,MON,0,84
1/31/2012,2012,120112027,142,TUE,0,84
6/6/2010,2010,100606329,235,SUN,1,84
10/12/2013,2013,131004683,218,SAT,1,85
11/22/2013,2013,131111556,1731,FRI,0,85
10/24/2010,2010,101009969,230,SUN,1,85
11/27/2011,2011,111109686,142,SUN,1,85
3/18/2014,2014,140308128,245,TUE,0,86
8/9/2011,2011,110801245,2025,TUE,0,86
7/24/2011,2011,110705795,956,SUN,1,86
11/24/2014,2014,141114673,1529,MON,0,86
9/3/2011,2011,110900154,300,SAT,1,86
11/7/2014,2014,141106263,704,FRI,0,87
7/15/2012,2012,120705233,1359,SUN,1,87
9/10/2010,2010,100904445,1455,FRI,0,87
11/12/2014,2014,141106262,2102,WED,0,87
10/1/2011,2011,111008892,1738,SAT,1,87
8/11/2012,2012,120801417,430,SAT,1,88
9/12/2011,2011,110905421,115,MON,1,88
4/10/2011,2011,110403291,2054,SUN,1,88
12/4/2011,2011,111201150,250,SUN,1,88
4/2/2011,2011,110407836,0,SAT,1,88
2/22/2012,2012,120208575,200,WED,0,88
1/6/2012,2012,120103977,210,FRI,0,88
9/10/2013,2013,130905555,14,TUE,0,88
7/23/2014,2014,140707927,1742,WED,0,88
6/3/2014,2014,140600537,2317,TUE,0,88
10/1/2014,2014,141005700,2247,WED,0,88
8/10/2014,2014,140805376,34,SUN,1,88
9/4/2010,2010,100900246,353,SAT,1,89
8/11/2013,2013,130802669,55,SUN,1,89
8/5/2011,2011,110800323,1830,FRI,1,89
11/9/2012,2012,121101808,1750,FRI,0,89
9/12/2011,2011,110905420,2238,MON,0,89
8/1/2011,2011,110806870,2003,MON,0,89
6/29/2014,2014,140609811,2329,SUN,1,89
3/14/2014,2014,140303155,1930,FRI,1,90
12/30/2010,2010,101207715,22,THU,0,90
6/22/2014,2014,140604772,13,SUN,1,90
7/5/2013,2013,130700524,1807,FRI,1,90
8/20/2013,2013,130804466,835,TUE,0,90
6/15/2010,2010,100606588,2142,TUE,0,90
2/23/2013,2013,130209425,1900,SAT,1,90
4/21/2013,2013,130405660,207,SUN,1,90
1/28/2012,2012,120108696,230,SAT,1,90
3/25/2011,2011,110306495,1739,FRI,0,90
3/2/2013,2013,130300640,1649,SAT,1,90
3/5/2011,2011,110300883,211,SAT,1,90
11/1/2014,2014,141100008,358,SAT,1,90
6/23/2012,2012,120606749,300,SAT,1,90
7/24/2012,2012,120705467,2011,TUE,0,91
8/23/2014,2014,140804698,1752,SAT,1,91
4/18/2012,2012,120402669,815,WED,0,91
12/10/2012,2012,121201682,1606,MON,0,91
11/23/2014,2014,141107503,1654,SUN,1,91
3/31/2014,2014,140307363,158,MON,1,91
12/3/2010,2010,101200124,1621,FRI,0,91
5/13/2012,2012,120501630,226,SUN,1,91
7/14/2011,2011,110702349,2031,THU,0,91
10/4/2012,2012,121000257,1012,THU,0,91
3/1/2013,2013,130300006,2200,FRI,1,91
8/10/2013,2013,130801429,335,SAT,1,91
11/22/2010,2010,101104557,25,MON,1,91
3/16/2014,2014,140303160,2148,SUN,1,91
8/17/2014,2014,140802990,2213,SUN,1,91
7/10/2010,2010,100708173,701,SAT,1,91
3/30/2011,2011,110307429,308,WED,0,91
4/19/2011,2011,110404110,2138,TUE,0,91
10/7/2012,2012,121000944,2357,SUN,1,91
11/22/2014,2014,141113200,108,SAT,1,91
6/15/2012,2012,120609656,2043,FRI,1,91
5/25/2014,2014,140509508,921,SUN,1,91
10/1/2013,2013,131012093,1510,TUE,0,91
7/7/2012,2012,120702659,235,SAT,1,91
9/7/2013,2013,130900509,1848,SAT,1,91
6/19/2011,2011,110602932,301,SUN,1,91
1/20/2014,2014,140104343,2036,MON,0,92
8/20/2010,2010,100802518,422,FRI,0,92
5/11/2013,2013,130504041,2342,SAT,1,92
8/28/2011,2011,110805316,1905,SUN,1,92
4/2/2010,2010,100400507,2026,FRI,1,92
3/31/2012,2012,120308934,1234,SAT,1,92
10/16/2014,2014,141003814,2316,THU,0,92
3/10/2012,2012,120301512,2218,SAT,1,92
10/23/2014,2014,141006523,1907,THU,0,92
6/9/2012,2012,120601983,1916,SAT,1,92
4/21/2013,2013,130404416,2051,SUN,1,92
2/26/2011,2011,110205763,139,SAT,1,92
5/7/2013,2013,130500877,2140,TUE,0,92
1/23/2011,2011,110104361,239,SUN,1,92
2/11/2012,2012,120201101,32,SAT,1,92
1/20/2013,2013,130105163,2230,SUN,1,92
7/4/2010,2010,100700029,1717,SUN,1,92
2/13/2014,2014,140203321,2346,THU,0,92
5/10/2014,2014,140502258,2252,SAT,1,92
6/27/2012,2012,120606224,2349,WED,0,92
10/5/2010,2010,101000254,2255,TUE,0,92
1/19/2012,2012,120103689,248,THU,0,92
12/24/2014,2014,141208054,2147,WED,0,92
