ACCDDATE,ACCDYEAR,ACCDNMBR,ACCDTIME,DAYNMBR,Weekend,Fishnet_ID
4/9/2012,2012,120404935,1248,MON,0,682
3/24/2012,2012,120304341,821,SAT,1,682
11/30/2014,2014,141114012,355,SUN,1,682
2/20/2010,2010,100203428,210,SAT,1,682
3/20/2013,2013,130305619,1958,WED,0,682
12/25/2013,2013,131209859,356,WED,0,682
7/15/2013,2013,130702818,1429,MON,0,682
7/27/2014,2014,140709246,341,SUN,1,682
9/25/2011,2011,110904435,547,SUN,1,682
2/1/2014,2014,140200223,546,SAT,1,682
8/10/2014,2014,140801350,40,SUN,1,682
11/23/2013,2013,131112677,2130,SAT,1,682
10/26/2011,2011,111005749,46,WED,0,682
11/11/2014,2014,141103820,1945,TUE,0,682
2/3/2012,2012,120200105,1832,FRI,1,682
3/3/2012,2012,120300370,39,SAT,1,682
5/2/2010,2010,100500561,1920,SUN,1,682
12/24/2011,2011,111206552,116,SAT,1,682
12/24/2011,2011,111206551,118,SAT,1,682
8/4/2011,2011,110800374,136,THU,0,682
6/17/2012,2012,120603687,1738,SUN,1,682
5/6/2014,2014,140500702,2032,TUE,0,682
2/27/2013,2013,130208664,150,WED,0,682
12/18/2011,2011,111204403,1950,SUN,1,682
12/19/2011,2011,111204402,1945,MON,0,682
5/10/2011,2011,110501407,1536,TUE,0,682
3/24/2011,2011,110304384,1700,THU,0,682
12/29/2013,2013,131210751,230,SUN,1,682
11/11/2011,2011,111103197,437,FRI,0,682
11/20/2012,2012,121107649,0,TUE,0,682
4/14/2013,2013,130402538,46,SUN,1,682
1/1/2013,2013,130100033,530,TUE,0,683
10/18/2014,2014,141005829,950,SAT,1,683
2/13/2010,2010,100205485,257,SAT,1,683
11/2/2014,2014,141101874,1620,SUN,1,683
6/30/2011,2011,110607119,1852,THU,0,683
7/18/2012,2012,120709171,715,WED,0,683
2/12/2011,2011,110211557,2317,SAT,1,683
10/5/2014,2014,141000802,213,SUN,1,683
10/6/2012,2012,121011759,2144,SAT,1,683
1/21/2013,2013,130110561,1603,MON,0,683
5/26/2011,2011,110508791,221,THU,0,683
8/9/2011,2011,110804181,736,TUE,0,683
5/4/2014,2014,140509563,226,SUN,1,683
12/1/2011,2011,111200338,2003,THU,0,683
8/13/2011,2011,110803169,1200,SAT,1,683
11/10/2011,2011,111108430,1140,THU,0,683
6/10/2014,2014,140603697,202,TUE,0,683
12/13/2011,2011,111205432,926,TUE,0,683
7/30/2011,2011,110707271,1520,SAT,1,683
1/1/2010,2010,100102764,250,FRI,0,683
1/1/2014,2014,140104304,548,WED,0,683
11/1/2013,2013,131102954,2146,FRI,1,683
11/30/2010,2010,101109931,1731,TUE,0,683
4/28/2011,2011,110407520,5,THU,0,683
6/1/2013,2013,130602077,217,SAT,1,683
7/20/2014,2014,140709476,0,SUN,1,683
3/5/2013,2013,130309878,1713,TUE,0,683
4/4/2013,2013,130405859,1840,THU,0,683
3/21/2014,2014,140309565,2215,FRI,1,683
6/22/2012,2012,120609840,2110,FRI,1,683
9/23/2013,2013,130906647,2310,MON,0,683
6/1/2013,2013,130600280,234,SAT,1,683
8/27/2011,2011,110808100,1658,SAT,1,683
12/16/2012,2012,121205579,220,SUN,1,683
11/4/2010,2010,101109064,1726,THU,0,683
8/10/2012,2012,120804551,123,FRI,0,683
7/20/2014,2014,140709673,2103,SUN,1,683
9/6/2010,2010,100900078,1508,MON,0,683
8/2/2011,2011,110800380,1858,TUE,0,683
7/28/2014,2014,140708753,2200,MON,0,683
11/4/2011,2011,111100813,345,FRI,0,683
6/26/2010,2010,100606367,2145,SAT,1,683
4/18/2014,2014,140407523,1926,FRI,1,683
11/20/2010,2010,101108260,1532,SAT,1,684
3/7/2014,2014,140304128,318,FRI,0,684
8/21/2014,2014,140805047,135,THU,0,684
9/1/2013,2013,130904888,2032,SUN,1,684
2/24/2010,2010,100209601,2035,WED,0,684
12/27/2014,2014,141208793,2028,SAT,1,684
11/24/2011,2011,111112495,151,THU,0,684
8/25/2012,2012,120806759,1819,SAT,1,684
1/20/2013,2013,130104148,15,SUN,1,684
8/20/2011,2011,110808183,245,SAT,1,684
3/16/2013,2013,130308284,44,SAT,1,684
12/19/2012,2012,121211946,0,WED,0,684
8/24/2013,2013,130808583,0,SAT,1,684
3/15/2014,2014,140305196,2224,SAT,1,684
5/22/2013,2013,130507376,1803,WED,0,684
4/18/2013,2013,130403394,100,THU,0,684
2/16/2013,2013,130212114,216,SAT,1,684
8/31/2014,2014,140808070,2002,SUN,1,684
9/3/2012,2012,120903308,2032,MON,0,684
10/28/2012,2012,121011770,2128,SUN,1,684
5/15/2012,2012,120505249,2040,TUE,0,684
6/24/2014,2014,140609458,1712,TUE,0,684
12/8/2012,2012,121208275,119,SAT,1,684
2/22/2010,2010,100207631,228,MON,1,684
9/3/2012,2012,120900804,203,MON,1,684
2/21/2014,2014,140211131,2100,FRI,1,684
2/6/2014,2014,140204066,146,THU,0,684
5/4/2012,2012,120501597,2238,FRI,1,684
4/14/2013,2013,130402485,120,SUN,1,685
8/16/2010,2010,100804379,2249,MON,0,685
3/13/2014,2014,140305197,242,THU,0,685
10/27/2010,2010,101005476,8,WED,0,685
8/25/2013,2013,130809986,252,SUN,1,685
3/10/2013,2013,130308283,131,SUN,1,685
1/15/2010,2010,100106322,230,FRI,0,685
3/20/2011,2011,110305706,330,SUN,1,686
3/18/2013,2013,130304525,2003,MON,0,686
7/1/2014,2014,140700733,42,TUE,0,686
8/3/2014,2014,140800318,32,SUN,1,686
10/19/2014,2014,141005039,1748,SUN,1,687
8/5/2011,2011,110801123,2100,FRI,1,687
7/4/2010,2010,100701553,2008,SUN,1,687
12/8/2012,2012,121208276,239,SAT,1,687
3/10/2012,2012,120303211,1845,SAT,1,687
6/9/2013,2013,130602117,346,SUN,1,687
6/18/2011,2011,110605089,2015,SAT,1,687
1/26/2014,2014,140109293,215,SUN,1,687
6/21/2014,2014,140605812,245,SAT,1,687
7/22/2013,2013,130706842,205,MON,1,687
7/2/2011,2011,110702082,2245,SAT,1,688
8/25/2011,2011,110809042,33,THU,0,688
5/25/2012,2012,120510314,2105,FRI,1,688
8/24/2013,2013,130809077,1236,SAT,1,688
1/25/2013,2013,130106605,2054,FRI,1,688
4/29/2010,2010,100407825,129,THU,0,689
3/29/2014,2014,140308073,2355,SAT,1,689
3/7/2010,2010,100303728,1724,SUN,1,690
3/7/2010,2010,100303729,1720,SUN,1,690
2/11/2013,2013,130203409,1815,MON,0,690
3/31/2013,2013,130307631,110,SUN,1,690
10/13/2010,2010,101010096,1937,WED,0,691
2/3/2013,2013,130200342,2345,SUN,1,691
12/11/2011,2011,111211321,215,SUN,1,691
4/20/2014,2014,140405710,838,SUN,1,691
4/9/2013,2013,130401436,601,TUE,0,691
11/24/2012,2012,121107744,300,SAT,1,691
12/29/2011,2011,111211700,2307,THU,0,691
10/16/2014,2014,141008426,1900,THU,0,691
4/3/2011,2011,110408284,307,SUN,1,691
9/14/2010,2010,100908084,2232,TUE,0,691
5/8/2011,2011,110508899,400,SUN,1,693
1/8/2011,2011,110109981,140,SAT,1,693
7/17/2010,2010,100707999,2130,SAT,1,693
4/18/2014,2014,140405705,1910,FRI,1,694
3/26/2010,2010,100306906,1926,FRI,1,694
1/1/2010,2010,100105866,1807,FRI,1,695
11/3/2014,2014,141109508,2117,MON,0,695
1/9/2011,2011,110112085,2,SUN,1,695
5/24/2014,2014,140508777,2338,SAT,1,695
7/9/2010,2010,100707246,1933,FRI,1,695
5/26/2013,2013,130507290,755,SUN,1,695
10/31/2014,2014,141011816,146,FRI,0,695
6/20/2014,2014,140607565,2100,FRI,1,695
1/5/2014,2014,140104772,447,SUN,1,695
4/27/2010,2010,100406249,15,TUE,0,696
12/4/2010,2010,101200894,225,SAT,1,696
1/29/2011,2011,110107759,30,SAT,1,696
8/19/2014,2014,140804533,1940,TUE,0,696
2/28/2010,2010,100208520,35,SUN,1,697
3/21/2010,2010,100307669,1953,SUN,1,697
11/20/2010,2010,101104148,2124,SAT,1,697
2/12/2011,2011,110210351,2310,SAT,1,697
2/5/2010,2010,100205239,358,FRI,0,697
5/8/2010,2010,100505756,1201,SAT,1,697
6/12/2010,2010,100604453,320,SAT,1,697
5/30/2010,2010,100509098,155,SUN,1,697
10/5/2010,2010,101001304,2130,TUE,0,697
4/6/2010,2010,100402585,2324,TUE,0,697
10/13/2013,2013,131002091,1807,SUN,1,697
4/15/2013,2013,130408883,2025,MON,0,697
6/28/2010,2010,100605750,18,MON,1,698
10/15/2011,2011,111002353,200,SAT,1,698
6/21/2014,2014,140605138,1313,SAT,1,698
1/30/2010,2010,100109317,202,SAT,1,698
9/21/2013,2013,130904086,253,SAT,1,698
6/2/2012,2012,120600049,330,SAT,1,698
2/1/2013,2013,130200082,2339,FRI,1,698
7/30/2013,2013,130707311,117,TUE,0,698
9/2/2012,2012,120900020,2101,SUN,1,698
2/15/2011,2011,110202589,6,TUE,0,699
10/21/2011,2011,111003808,48,FRI,0,699
6/8/2013,2013,130600895,448,SAT,1,699
11/29/2014,2014,141111608,125,SAT,1,699
5/4/2013,2013,130500456,605,SAT,1,699
2/11/2010,2010,100206277,227,THU,0,699
7/19/2014,2014,140707154,203,SAT,1,699
5/18/2010,2010,100504949,1620,TUE,0,699
12/11/2011,2011,111201976,2150,SUN,1,699
10/15/2014,2014,141004544,2220,WED,0,699
6/27/2014,2014,140608781,240,FRI,0,699
6/11/2010,2010,100603785,2341,FRI,1,699
4/2/2011,2011,110400271,2246,SAT,1,699
6/14/2011,2011,110602221,346,TUE,0,699
8/22/2012,2012,120804142,210,WED,0,699
6/25/2012,2012,120607124,1508,MON,0,699
7/3/2011,2011,110700229,50,SUN,1,700
9/27/2012,2012,120906036,200,THU,0,700
12/31/2014,2014,141209365,2308,WED,0,700
2/9/2013,2013,130202519,2257,SAT,1,700
3/28/2013,2013,130307962,2047,THU,0,700
2/24/2011,2011,110206599,2330,THU,0,700
4/1/2013,2013,130400214,1931,MON,0,700
3/3/2012,2012,120300728,300,SAT,1,700
1/11/2013,2013,130110689,2057,FRI,1,700
7/19/2014,2014,140704358,2024,SAT,1,700
2/16/2014,2014,140204963,151,SUN,1,700
2/24/2013,2013,130209887,221,SUN,1,700
8/6/2013,2013,130802197,1619,TUE,0,700
3/17/2012,2012,120304806,455,SAT,1,700
1/22/2011,2011,110105212,156,SAT,1,700
12/23/2011,2011,111205659,2321,FRI,1,700
8/12/2010,2010,100801695,1310,THU,0,700
5/28/2014,2014,140507171,2152,WED,0,700
10/22/2011,2011,111005793,301,SAT,1,700
3/21/2014,2014,140306286,1726,FRI,0,700
6/11/2011,2011,110603581,2104,SAT,1,700
7/4/2014,2014,140700452,242,FRI,0,700
10/9/2013,2013,131002389,1758,WED,0,700
5/23/2012,2012,120506345,2154,WED,0,700
1/25/2014,2014,140111956,26,SAT,1,700
1/21/2014,2014,140107549,1728,TUE,0,700
3/23/2011,2011,110306056,2156,WED,0,700
10/5/2010,2010,101001028,937,TUE,0,700
3/8/2013,2013,130301882,1427,FRI,0,700
7/12/2012,2012,120702502,32,THU,0,700
12/30/2012,2012,121208581,310,SUN,1,700
7/3/2010,2010,100700288,121,SAT,1,700
9/2/2014,2014,140902064,400,TUE,0,700
1/1/2013,2013,130100522,24,TUE,0,700
11/5/2013,2013,131101172,2345,TUE,0,700
5/11/2014,2014,140502579,117,SUN,1,700
10/12/2013,2013,131004434,2042,SAT,1,700
12/30/2012,2012,121208574,125,SUN,1,700
6/21/2014,2014,140605475,1921,SAT,1,701
7/15/2012,2012,120702531,2323,SUN,1,701
3/23/2012,2012,120304789,1709,FRI,0,701
1/9/2010,2010,100109346,1235,SAT,1,701
12/4/2011,2011,111200428,1946,SUN,1,701
4/24/2010,2010,100406274,135,SAT,1,701
1/1/2012,2012,120100015,1145,SUN,1,701
8/24/2011,2011,110806506,1625,WED,0,701
8/22/2010,2010,100807146,28,SUN,1,701
9/6/2014,2014,140909893,1153,SAT,1,701
2/9/2014,2014,140203506,258,SUN,1,701
10/29/2010,2010,101006045,2330,FRI,1,701
7/23/2014,2014,140710684,151,WED,0,701
3/16/2014,2014,140303693,1934,SUN,1,701
10/27/2012,2012,121010313,545,SAT,1,701
10/7/2011,2011,111000738,1941,FRI,1,701
6/30/2011,2011,110609953,309,THU,0,701
11/10/2013,2013,131102151,222,SUN,1,701
12/30/2014,2014,141208292,1230,TUE,0,701
5/31/2012,2012,120507659,2047,THU,0,701
2/5/2013,2013,130200706,155,TUE,0,701
3/17/2011,2011,110302913,2050,THU,0,701
2/24/2011,2011,110205574,235,THU,0,701
2/27/2014,2014,140208672,40,THU,0,701
6/3/2013,2013,130600875,312,MON,1,701
12/21/2014,2014,141206537,5,SUN,1,701
5/17/2012,2012,120506350,2119,THU,0,701
6/2/2013,2013,130600876,2211,SUN,1,701
11/21/2010,2010,101105678,547,SUN,1,701
2/7/2010,2010,100200762,245,SUN,1,701
11/1/2013,2013,131104836,108,FRI,0,701
9/9/2010,2010,100902191,1905,THU,0,701
1/21/2011,2011,110104634,129,FRI,0,701
6/14/2010,2010,100603325,1407,MON,0,701
5/1/2011,2011,110500041,1126,SUN,1,701
12/11/2010,2010,101205584,26,SAT,1,701
6/7/2013,2013,130604260,410,FRI,0,701
9/22/2014,2014,140906990,1838,MON,0,701
1/1/2010,2010,100100364,453,FRI,0,701
11/12/2010,2010,101102975,2005,FRI,1,701
12/28/2014,2014,141208900,216,SUN,1,701
2/2/2010,2010,100204705,752,TUE,0,701
2/7/2010,2010,100201524,2127,SUN,1,701
6/12/2010,2010,100601788,624,SAT,1,701
5/15/2012,2012,120504125,1652,TUE,0,701
2/16/2010,2010,100202944,27,TUE,0,701
1/12/2012,2012,120102253,100,THU,0,701
12/15/2012,2012,121206130,2052,SAT,1,701
10/21/2012,2012,121005082,1627,SUN,1,701
5/24/2012,2012,120506343,2255,THU,0,701
10/7/2012,2012,121002629,1928,SUN,1,701
9/24/2011,2011,110905064,1134,SAT,1,701
12/4/2012,2012,121200894,1711,TUE,0,701
8/1/2014,2014,140800153,142,FRI,0,701
5/14/2010,2010,100501922,324,FRI,0,701
11/5/2011,2011,111101973,211,SAT,1,701
11/5/2011,2011,111101974,100,SAT,1,701
2/2/2014,2014,140200763,1455,SUN,1,701
2/6/2010,2010,100200763,157,SAT,1,701
1/1/2013,2013,130100895,104,TUE,0,701
9/24/2013,2013,130906513,30,TUE,0,701
12/11/2011,2011,111203100,226,SUN,1,701
12/27/2014,2014,141208898,418,SAT,1,701
8/25/2014,2014,140805914,242,MON,1,701
5/30/2014,2014,140507173,2030,FRI,1,701
1/1/2011,2011,110102694,526,SAT,1,701
8/12/2012,2012,120802420,148,SUN,1,701
5/27/2012,2012,120508143,2210,SUN,1,701
7/21/2014,2014,140706154,1857,MON,0,701
11/2/2014,2014,141102009,1701,SUN,1,701
7/1/2012,2012,120700297,237,SUN,1,701
7/20/2013,2013,130707302,223,SAT,1,701
1/26/2011,2011,110107556,1205,WED,0,701
1/4/2013,2013,130101492,411,FRI,0,701
1/29/2014,2014,140113477,1949,WED,0,701
8/7/2010,2010,100800994,1929,SAT,1,701
9/18/2011,2011,110902889,2111,SUN,1,701
1/23/2011,2011,110106560,1829,SUN,1,701
12/14/2010,2010,101202810,329,TUE,0,701
3/15/2013,2013,130303858,254,FRI,0,701
2/6/2011,2011,110201725,2205,SUN,1,701
8/19/2014,2014,140804377,2245,TUE,0,701
9/23/2014,2014,140906988,145,TUE,0,701
11/18/2011,2011,111105954,1809,FRI,1,701
6/8/2014,2014,140602311,2026,SUN,1,701
1/18/2013,2013,130105259,2334,FRI,1,701
12/3/2011,2011,111201565,357,SAT,1,701
7/25/2014,2014,140707142,835,FRI,0,701
9/6/2010,2010,100900504,147,MON,1,701
9/28/2013,2013,130908152,2334,SAT,1,701
10/21/2011,2011,111008107,2140,FRI,1,701
12/15/2012,2012,121204388,2009,SAT,1,701
1/26/2011,2011,110106565,2016,WED,0,701
6/8/2014,2014,140602310,142,SUN,1,701
11/11/2012,2012,121103357,416,SUN,1,701
11/12/2012,2012,121103363,200,MON,1,701
8/14/2014,2014,140806596,1827,THU,0,701
7/23/2011,2011,110704331,39,SAT,1,701
3/28/2013,2013,130307579,1001,THU,0,701
2/12/2010,2010,100202932,1802,FRI,1,701
12/26/2013,2013,131211838,2152,THU,0,701
12/14/2010,2010,101205589,1539,TUE,0,701
6/12/2012,2012,120604110,600,TUE,0,701
8/21/2010,2010,100803427,2315,SAT,1,701
7/19/2014,2014,140706148,28,SAT,1,701
4/2/2014,2014,140403113,2229,WED,0,701
1/9/2011,2011,110109381,2112,SUN,1,702
11/20/2010,2010,101110632,1736,SAT,1,702
10/17/2010,2010,101007935,16,SUN,1,702
1/18/2013,2013,130110768,2125,FRI,1,702
8/11/2010,2010,100801288,1736,WED,0,702
11/11/2014,2014,141103922,1819,TUE,0,702
8/22/2013,2013,130805604,303,THU,0,702
8/31/2013,2013,130808024,1415,SAT,1,702
5/19/2013,2013,130504105,1450,SUN,1,702
9/7/2014,2014,140904147,1710,SUN,1,702
5/21/2014,2014,140504244,2343,WED,0,702
10/12/2013,2013,131002952,1813,SAT,1,702
10/15/2014,2014,141003974,216,WED,0,702
4/20/2010,2010,100402326,2119,TUE,0,702
9/6/2013,2013,130901152,1834,FRI,1,702
5/2/2010,2010,100500139,1518,SUN,1,702
6/3/2012,2012,120600047,53,SUN,1,702
8/25/2014,2014,140805636,306,MON,1,702
10/1/2011,2011,111000070,1900,SAT,1,702
3/29/2013,2013,130307963,230,FRI,0,702
11/17/2013,2013,131104898,645,SUN,1,702
2/1/2014,2014,140200099,309,SAT,1,702
12/3/2010,2010,101200462,1655,FRI,0,702
1/18/2014,2014,140106864,54,SAT,1,702
12/8/2013,2013,131210787,1850,SUN,1,702
3/2/2014,2014,140300492,1057,SUN,1,702
4/1/2010,2010,100403823,8,THU,0,702
7/25/2011,2011,110704958,208,MON,1,702
7/1/2011,2011,110707898,209,FRI,0,702
8/18/2011,2011,110803139,55,THU,0,702
3/5/2010,2010,100302435,240,FRI,0,702
3/31/2013,2013,130307230,630,SUN,1,702
12/15/2011,2011,111204020,1857,THU,0,702
6/8/2010,2010,100601506,1842,TUE,0,702
2/20/2011,2011,110204862,212,SUN,1,702
7/15/2010,2010,100701999,1802,THU,0,702
1/11/2014,2014,140103108,242,SAT,1,702
1/31/2010,2010,100108365,1545,SUN,1,702
7/31/2010,2010,100709583,1610,SAT,1,702
5/14/2014,2014,140502589,2241,WED,0,702
5/15/2014,2014,140505636,2245,THU,0,702
4/5/2010,2010,100400291,1411,MON,0,702
1/18/2013,2013,130105266,1955,FRI,1,702
4/23/2010,2010,100403138,148,FRI,0,702
9/29/2013,2013,130907990,1802,SUN,1,702
5/8/2014,2014,140502576,30,THU,0,702
6/21/2014,2014,140608773,226,SAT,1,702
12/18/2014,2014,141210936,2002,THU,0,702
8/10/2014,2014,140802375,1845,SUN,1,702
11/1/2013,2013,131100179,37,FRI,0,702
4/15/2014,2014,140403451,1844,TUE,0,702
1/23/2010,2010,100103805,2338,SAT,1,702
9/24/2011,2011,110905065,1130,SAT,1,702
3/15/2013,2013,130304178,1642,FRI,0,703
10/13/2012,2012,121009449,221,SAT,1,703
3/2/2012,2012,120307258,1111,FRI,0,703
8/30/2010,2010,100808420,1557,MON,0,703
3/21/2013,2013,130309727,0,THU,0,703
1/8/2010,2010,100106127,1538,FRI,0,703
5/24/2013,2013,130509035,1155,FRI,0,703
11/17/2012,2012,121111686,1555,SAT,1,703
5/14/2012,2012,120507187,1934,MON,0,703
3/13/2011,2011,110307347,1654,SUN,1,703
7/11/2014,2014,140701956,233,FRI,0,703
6/16/2011,2011,110608791,2218,THU,0,703
2/3/2014,2014,140200376,839,MON,0,703
10/11/2014,2014,141003033,255,SAT,1,703
12/29/2011,2011,111211029,605,THU,0,703
11/6/2011,2011,111110228,10,SUN,1,703
11/11/2012,2012,121111548,2142,SUN,1,703
2/15/2014,2014,140204970,441,SAT,1,703
4/14/2014,2014,140402744,2312,MON,0,703
4/14/2014,2014,140403129,2316,MON,0,703
5/25/2013,2013,130505821,553,SAT,1,703
7/13/2014,2014,140702249,451,SUN,1,703
10/2/2014,2014,141002687,1740,THU,0,703
9/6/2011,2011,110902193,706,TUE,0,703
7/1/2014,2014,140700329,222,TUE,0,703
5/30/2011,2011,110508435,100,MON,1,703
12/31/2014,2014,141210279,2358,WED,0,703
12/8/2013,2013,131201548,1651,SUN,1,703
12/9/2012,2012,121201718,0,SUN,1,703
5/4/2011,2011,110500262,2256,WED,0,703
12/17/2012,2012,121209230,1745,MON,0,703
3/2/2010,2010,100303312,326,TUE,0,703
3/16/2014,2014,140304534,1934,SUN,1,703
7/15/2014,2014,140703887,115,TUE,0,703
9/19/2014,2014,140907792,1345,FRI,0,703
11/1/2012,2012,121101879,244,THU,0,703
10/11/2014,2014,141003171,358,SAT,1,703
3/16/2012,2012,120306357,354,FRI,0,703
8/31/2013,2013,130807304,2201,SAT,1,703
9/7/2013,2013,130901178,318,SAT,1,703
2/26/2012,2012,120204953,1738,SUN,1,703
3/11/2012,2012,120302270,310,SUN,1,703
10/26/2013,2013,131007008,240,SAT,1,703
9/20/2013,2013,130904093,130,FRI,0,703
12/17/2013,2013,131206463,2058,TUE,0,703
10/14/2011,2011,111004744,143,FRI,0,703
6/26/2011,2011,110606774,429,SUN,1,703
12/18/2011,2011,111204008,1121,SUN,1,703
11/14/2011,2011,111106343,2210,MON,0,703
10/31/2010,2010,101010344,209,SUN,1,703
4/9/2011,2011,110406728,221,SAT,1,703
12/10/2011,2011,111210337,38,SAT,1,703
12/27/2014,2014,141208696,615,SAT,1,703
6/12/2010,2010,100607972,50,SAT,1,703
12/15/2013,2013,131213262,514,SUN,1,703
10/13/2011,2011,111003237,715,THU,0,703
10/12/2012,2012,121002988,1718,FRI,0,703
2/3/2012,2012,120201451,2202,FRI,1,703
3/8/2013,2013,130306308,2208,FRI,1,703
11/7/2013,2013,131102789,1041,THU,0,703
8/6/2010,2010,100805774,53,FRI,0,703
8/6/2011,2011,110803323,245,SAT,1,703
6/10/2012,2012,120604878,44,SUN,1,703
4/7/2011,2011,110402736,337,THU,0,703
5/10/2014,2014,140501733,2043,SAT,1,703
5/15/2013,2013,130503288,3,WED,0,703
6/11/2012,2012,120604880,1653,MON,0,703
5/7/2012,2012,120502636,0,MON,1,703
11/19/2012,2012,121109766,1849,MON,0,703
12/19/2012,2012,121210282,759,WED,0,703
4/23/2013,2013,130405707,18,TUE,0,703
8/11/2011,2011,110808529,1752,THU,0,703
3/4/2014,2014,140300590,1905,TUE,0,703
12/13/2014,2014,141203671,1715,SAT,1,703
11/11/2011,2011,111108272,159,FRI,0,703
4/17/2011,2011,110406993,33,SUN,1,703
2/11/2010,2010,100206055,157,THU,0,703
3/4/2014,2014,140300588,331,TUE,0,703
2/27/2014,2014,140208821,2154,THU,0,703
8/4/2012,2012,120800230,725,SAT,1,703
3/19/2012,2012,120303756,1823,MON,0,703
1/18/2014,2014,140105210,2348,SAT,1,703
1/19/2012,2012,120104702,2026,THU,0,703
7/14/2013,2013,130710245,15,SUN,1,703
10/24/2010,2010,101006569,153,SUN,1,704
10/13/2014,2014,141005951,2313,MON,0,704
3/1/2011,2011,110300038,1456,TUE,0,704
5/16/2011,2011,110503104,2115,MON,0,704
8/18/2012,2012,120802885,109,SAT,1,704
7/4/2010,2010,100700041,204,SUN,1,704
7/9/2013,2013,130701817,315,TUE,0,704
1/9/2010,2010,100103102,9,SAT,1,704
12/6/2012,2012,121200834,205,THU,0,704
11/16/2014,2014,141107564,2334,SUN,1,704
10/22/2011,2011,111004657,22,SAT,1,704
6/13/2014,2014,140604820,2350,FRI,1,704
6/10/2014,2014,140602619,423,TUE,0,704
4/2/2012,2012,120400211,1905,MON,0,704
4/25/2010,2010,100405017,210,SUN,1,704
6/21/2010,2010,100603929,2147,MON,0,704
6/6/2014,2014,140606317,1138,FRI,0,704
12/16/2012,2012,121205222,45,SUN,1,704
10/23/2010,2010,101003421,310,SAT,1,704
8/8/2014,2014,140802108,2225,FRI,1,704
3/6/2013,2013,130301021,210,WED,0,704
3/9/2011,2011,110302631,316,WED,0,704
8/28/2011,2011,110806973,335,SUN,1,704
6/15/2013,2013,130602937,625,SAT,1,704
7/13/2010,2010,100702253,2011,TUE,0,704
6/15/2013,2013,130603659,250,SAT,1,704
12/30/2014,2014,141211046,400,TUE,0,704
12/18/2011,2011,111208229,33,SUN,1,704
12/3/2010,2010,101205438,1940,FRI,1,704
9/7/2010,2010,100900768,224,TUE,0,704
6/29/2013,2013,130609918,125,SAT,1,704
6/28/2014,2014,140608955,1354,SAT,1,704
5/7/2011,2011,110504398,32,SAT,1,704
2/18/2014,2014,140211273,2141,TUE,0,704
1/13/2013,2013,130103204,303,SUN,1,704
1/20/2013,2013,130103556,340,SUN,1,704
8/4/2013,2013,130800045,249,SUN,1,704
12/4/2013,2013,131206371,1144,WED,0,704
12/4/2012,2012,121200438,243,TUE,0,704
11/4/2012,2012,121101465,1138,SUN,1,704
11/21/2013,2013,131107949,105,THU,0,704
12/15/2011,2011,111203383,1849,THU,0,704
2/1/2012,2012,120205451,1903,WED,0,704
9/26/2013,2013,130907515,130,THU,0,704
7/12/2014,2014,140703824,510,SAT,1,704
12/8/2012,2012,121202848,501,SAT,1,704
2/8/2010,2010,100209498,2145,MON,0,704
8/8/2014,2014,140808695,2349,FRI,1,704
4/5/2011,2011,110406592,2036,TUE,0,704
12/10/2012,2012,121207292,240,MON,1,704
5/14/2010,2010,100504904,2103,FRI,1,704
1/14/2011,2011,110109257,847,FRI,0,704
2/10/2011,2011,110206414,2215,THU,0,704
12/5/2011,2011,111208199,1151,MON,0,704
11/18/2014,2014,141115903,2214,TUE,0,704
5/22/2014,2014,140509293,2042,THU,0,704
1/1/2011,2011,110100124,38,SAT,1,704
7/6/2010,2010,100700573,1853,TUE,0,704
1/26/2011,2011,110106519,2354,WED,0,704
12/12/2012,2012,121202495,222,WED,0,704
12/4/2010,2010,101200177,115,SAT,1,704
11/29/2013,2013,131111802,2022,FRI,1,704
1/31/2012,2012,120111138,1856,TUE,0,704
2/3/2011,2011,110201393,1055,THU,0,704
8/18/2013,2013,130803588,1705,SUN,1,704
10/4/2013,2013,131010132,56,FRI,0,704
12/31/2011,2011,111208822,24,SAT,1,704
4/15/2011,2011,110403097,1959,FRI,1,704
1/5/2014,2014,140101738,2214,SUN,1,704
10/21/2012,2012,121010628,1924,SUN,1,704
6/14/2014,2014,140604450,228,SAT,1,704
6/7/2013,2013,130601864,1133,FRI,0,704
10/13/2012,2012,121003787,1744,SAT,1,704
6/16/2010,2010,100604620,1500,WED,0,704
1/26/2013,2013,130108803,1757,SAT,1,704
1/30/2013,2013,130109770,2311,WED,0,704
9/5/2013,2013,130900534,2009,THU,0,704
10/13/2014,2014,141003442,219,MON,1,704
9/19/2010,2010,100902464,127,SUN,1,704
4/22/2010,2010,100403467,110,THU,0,704
12/17/2012,2012,121204304,1130,MON,0,704
5/25/2010,2010,100505372,457,TUE,0,704
12/9/2011,2011,111202334,125,FRI,0,704
11/17/2013,2013,131107173,519,SUN,1,704
4/29/2012,2012,120406553,252,SUN,1,704
9/30/2014,2014,140910345,49,TUE,0,704
2/10/2011,2011,110201665,0,THU,0,704
2/15/2010,2010,100202865,1315,MON,0,704
5/31/2013,2013,130509583,2243,FRI,1,704
3/30/2014,2014,140309364,2355,SUN,1,704
10/10/2012,2012,121001739,1150,WED,0,704
2/20/2013,2013,130207620,1549,WED,0,704
2/9/2013,2013,130202350,1212,SAT,1,704
12/3/2011,2011,111200307,1911,SAT,1,704
6/4/2012,2012,120600657,2133,MON,0,704
